event,id,send_time,received_time,time_delta
DHT11DATA,b39bb514-9be4-4dc8-81c2-aba48369a29c,2019-10-25 09:32:46.121,2019-10-25 09:32:47.733117,0:00:01.612117
DHT11DATA,b39bb514-9be4-4dc8-81c2-aba48369a29c,2019-10-25 09:32:46.121,2019-10-25 09:32:47.733117,0:00:01.612117
DHT11DATA,d106bca3-0073-4d4c-a8eb-6347b5d2fafc,2019-10-25 09:32:51.293,2019-10-25 09:32:51.623974,0:00:00.330974
DHT11DATA,d106bca3-0073-4d4c-a8eb-6347b5d2fafc,2019-10-25 09:32:51.293,2019-10-25 09:32:51.624616,0:00:00.331616
DHT11DATA,7f04a454-0d68-4384-9200-97e441bd5e7d,2019-10-25 09:32:56.393,2019-10-25 09:32:57.671663,0:00:01.278663
DHT11DATA,7f04a454-0d68-4384-9200-97e441bd5e7d,2019-10-25 09:32:56.393,2019-10-25 09:32:57.671874,0:00:01.278874
DHT11DATA,a64a97be-512c-4f34-aea7-50f5ddc19819,2019-10-25 09:33:01.485,2019-10-25 09:33:01.768924,0:00:00.283924
DHT11DATA,a64a97be-512c-4f34-aea7-50f5ddc19819,2019-10-25 09:33:01.485,2019-10-25 09:33:01.772259,0:00:00.287259
DHT11DATA,aa69b3ec-4016-4af1-9a42-dc0fb8c90836,2019-10-25 09:33:42.739,2019-10-25 09:33:43.233349,0:00:00.494349
DHT11DATA,aa69b3ec-4016-4af1-9a42-dc0fb8c90836,2019-10-25 09:33:42.739,2019-10-25 09:33:43.233394,0:00:00.494394
DHT11DATA,f738e2c3-bc11-4be4-8650-c66fe8ba140a,2019-10-25 09:33:47.835,2019-10-25 09:33:48.148173,0:00:00.313173
DHT11DATA,f738e2c3-bc11-4be4-8650-c66fe8ba140a,2019-10-25 09:33:47.835,2019-10-25 09:33:48.148477,0:00:00.313477
DHT11DATA,c75d215c-cb91-4651-8798-22a60a8e2786,2019-10-25 09:33:52.944,2019-10-25 09:33:53.882685,0:00:00.938685
DHT11DATA,c75d215c-cb91-4651-8798-22a60a8e2786,2019-10-25 09:33:52.944,2019-10-25 09:33:53.882685,0:00:00.938685
DHT11DATA,492fe84d-f0c8-49ac-9f0f-bfa0da2996e7,2019-10-25 09:33:58.039,2019-10-25 09:33:58.299584,0:00:00.260584
DHT11DATA,492fe84d-f0c8-49ac-9f0f-bfa0da2996e7,2019-10-25 09:33:58.039,2019-10-25 09:33:58.299591,0:00:00.260591
DHT11DATA,ed2713f1-4393-4ef7-9247-812c551cb87a,2019-10-25 09:34:03.134,2019-10-25 09:34:04.429172,0:00:01.295172
DHT11DATA,ed2713f1-4393-4ef7-9247-812c551cb87a,2019-10-25 09:34:03.134,2019-10-25 09:34:04.497432,0:00:01.363432
DHT11DATA,b3d15e76-e0e4-4b13-9b97-52450bee2a88,2019-10-25 09:34:08.229,2019-10-25 09:34:08.476786,0:00:00.247786
DHT11DATA,b3d15e76-e0e4-4b13-9b97-52450bee2a88,2019-10-25 09:34:08.229,2019-10-25 09:34:08.477308,0:00:00.248308
DHT11DATA,08c86e22-2f5f-4041-b6d2-3ec2a7990709,2019-10-25 09:34:13.323,2019-10-25 09:34:13.598652,0:00:00.275652
DHT11DATA,08c86e22-2f5f-4041-b6d2-3ec2a7990709,2019-10-25 09:34:13.323,2019-10-25 09:34:13.598742,0:00:00.275742
DHT11DATA,e3dde5fc-c175-4386-8450-09feb6f4e953,2019-10-25 09:34:18.417,2019-10-25 09:34:19.204398,0:00:00.787398
DHT11DATA,e3dde5fc-c175-4386-8450-09feb6f4e953,2019-10-25 09:34:18.417,2019-10-25 09:34:19.204400,0:00:00.787400
DHT11DATA,e4771959-771e-4f9e-b044-0c87e5357c10,2019-10-25 09:34:23.510,2019-10-25 09:34:24.398114,0:00:00.888114
DHT11DATA,e4771959-771e-4f9e-b044-0c87e5357c10,2019-10-25 09:34:23.510,2019-10-25 09:34:24.398125,0:00:00.888125
DHT11DATA,38c287fa-783b-4563-abea-387ba014bdcd,2019-10-25 09:34:28.603,2019-10-25 09:34:28.890388,0:00:00.287388
DHT11DATA,38c287fa-783b-4563-abea-387ba014bdcd,2019-10-25 09:34:28.603,2019-10-25 09:34:28.890395,0:00:00.287395
DHT11DATA,7377fc3d-7678-4036-83bb-2e817966fef6,2019-10-25 09:34:33.697,2019-10-25 09:34:35.558498,0:00:01.861498
DHT11DATA,7377fc3d-7678-4036-83bb-2e817966fef6,2019-10-25 09:34:33.697,2019-10-25 09:34:35.563409,0:00:01.866409
DHT11DATA,30e9dd33-3907-42aa-970e-6c4b2a4c9f7a,2019-10-25 09:34:38.790,2019-10-25 09:34:39.030760,0:00:00.240760
DHT11DATA,30e9dd33-3907-42aa-970e-6c4b2a4c9f7a,2019-10-25 09:34:38.790,2019-10-25 09:34:39.033538,0:00:00.243538
DHT11DATA,18971040-fa75-4bda-814e-47d185f7d9b6,2019-10-25 09:34:43.883,2019-10-25 09:34:44.330277,0:00:00.447277
DHT11DATA,18971040-fa75-4bda-814e-47d185f7d9b6,2019-10-25 09:34:43.883,2019-10-25 09:34:44.840586,0:00:00.957586
DHT11DATA,645c3940-4cd0-4518-b9ec-5fa9568e3cee,2019-10-25 09:34:48.974,2019-10-25 09:34:49.260425,0:00:00.286425
DHT11DATA,645c3940-4cd0-4518-b9ec-5fa9568e3cee,2019-10-25 09:34:48.974,2019-10-25 09:34:49.263940,0:00:00.289940
DHT11DATA,5617d601-798f-4d03-b50d-0bf19ab990f0,2019-10-25 09:34:54.069,2019-10-25 09:34:54.351215,0:00:00.282215
DHT11DATA,5617d601-798f-4d03-b50d-0bf19ab990f0,2019-10-25 09:34:54.069,2019-10-25 09:34:54.351551,0:00:00.282551
DHT11DATA,f3047a2d-f350-44e2-a435-eb8c9e226a9e,2019-10-25 09:34:59.163,2019-10-25 09:34:59.461541,0:00:00.298541
DHT11DATA,f3047a2d-f350-44e2-a435-eb8c9e226a9e,2019-10-25 09:34:59.163,2019-10-25 09:34:59.465035,0:00:00.302035
DHT11DATA,3d74c1c7-f32c-4c8f-9474-84fcf18f48c3,2019-10-25 09:35:04.252,2019-10-25 09:35:04.530361,0:00:00.278361
DHT11DATA,3d74c1c7-f32c-4c8f-9474-84fcf18f48c3,2019-10-25 09:35:04.252,2019-10-25 09:35:04.531527,0:00:00.279527
DHT11DATA,da9a73a1-f5ce-4b8b-951c-f91c834fcdd2,2019-10-25 09:35:09.345,2019-10-25 09:35:09.592778,0:00:00.247778
DHT11DATA,da9a73a1-f5ce-4b8b-951c-f91c834fcdd2,2019-10-25 09:35:09.345,2019-10-25 09:35:09.594883,0:00:00.249883
DHT11DATA,8657b6fb-4005-40a0-bf44-b3e04d6c6783,2019-10-25 09:35:14.449,2019-10-25 09:35:14.762713,0:00:00.313713
DHT11DATA,8657b6fb-4005-40a0-bf44-b3e04d6c6783,2019-10-25 09:35:14.449,2019-10-25 09:35:14.765894,0:00:00.316894
DHT11DATA,5faeadce-1562-4b11-936c-ed35bbe25e05,2019-10-25 09:35:19.558,2019-10-25 09:35:19.831288,0:00:00.273288
DHT11DATA,5faeadce-1562-4b11-936c-ed35bbe25e05,2019-10-25 09:35:19.558,2019-10-25 09:35:19.831432,0:00:00.273432
DHT11DATA,0888553b-2a69-4805-aebc-b36de6efbead,2019-10-25 09:35:24.664,2019-10-25 09:35:24.931203,0:00:00.267203
DHT11DATA,0888553b-2a69-4805-aebc-b36de6efbead,2019-10-25 09:35:24.664,2019-10-25 09:35:24.938954,0:00:00.274954
DHT11DATA,a32151a9-6439-49bb-a0ba-4df41f609ddd,2019-10-25 09:35:29.761,2019-10-25 09:35:30.040673,0:00:00.279673
DHT11DATA,a32151a9-6439-49bb-a0ba-4df41f609ddd,2019-10-25 09:35:29.761,2019-10-25 09:35:30.040673,0:00:00.279673
DHT11DATA,ba8566e5-786d-4149-8164-429244ec114e,2019-10-25 09:35:34.859,2019-10-25 09:35:35.131514,0:00:00.272514
DHT11DATA,ba8566e5-786d-4149-8164-429244ec114e,2019-10-25 09:35:34.859,2019-10-25 09:35:35.131517,0:00:00.272517
DHT11DATA,4913ad6b-bc92-4eba-9696-9e3c333c39d7,2019-10-25 09:35:39.957,2019-10-25 09:35:40.249775,0:00:00.292775
DHT11DATA,4913ad6b-bc92-4eba-9696-9e3c333c39d7,2019-10-25 09:35:39.957,2019-10-25 09:35:40.260345,0:00:00.303345
DHT11DATA,20172bef-44c9-4787-bdd3-5ba3d4edc727,2019-10-25 09:35:45.084,2019-10-25 09:35:46.522750,0:00:01.438750
DHT11DATA,20172bef-44c9-4787-bdd3-5ba3d4edc727,2019-10-25 09:35:45.084,2019-10-25 09:35:46.522780,0:00:01.438780
DHT11DATA,3ce0fb0a-ccc5-461f-9bff-fee3fae3a867,2019-10-25 09:35:50.187,2019-10-25 09:35:50.436397,0:00:00.249397
DHT11DATA,3ce0fb0a-ccc5-461f-9bff-fee3fae3a867,2019-10-25 09:35:50.187,2019-10-25 09:35:50.439598,0:00:00.252598
DHT11DATA,c089809b-9a34-4b70-a0c6-d8db989aa1eb,2019-10-25 09:35:55.291,2019-10-25 09:35:55.588239,0:00:00.297239
DHT11DATA,c089809b-9a34-4b70-a0c6-d8db989aa1eb,2019-10-25 09:35:55.291,2019-10-25 09:35:55.588239,0:00:00.297239
DHT11DATA,035f0f65-9bc5-4743-bd1b-d3ba5277d0af,2019-10-25 09:36:00.398,2019-10-25 09:36:00.623452,0:00:00.225452
DHT11DATA,035f0f65-9bc5-4743-bd1b-d3ba5277d0af,2019-10-25 09:36:00.398,2019-10-25 09:36:00.629469,0:00:00.231469
DHT11DATA,32fe1f25-6994-49da-bb67-49209e2174a6,2019-10-25 09:36:05.495,2019-10-25 09:36:05.765912,0:00:00.270912
DHT11DATA,32fe1f25-6994-49da-bb67-49209e2174a6,2019-10-25 09:36:05.495,2019-10-25 09:36:05.765932,0:00:00.270932
DHT11DATA,4af56d1e-357a-4c8e-b9ef-c5b167c820e9,2019-10-25 09:36:10.584,2019-10-25 09:36:10.818416,0:00:00.234416
DHT11DATA,4af56d1e-357a-4c8e-b9ef-c5b167c820e9,2019-10-25 09:36:10.584,2019-10-25 09:36:10.826187,0:00:00.242187
DHT11DATA,cc27446e-51d1-42a8-8a5e-85a76335600c,2019-10-25 09:36:15.680,2019-10-25 09:36:15.932748,0:00:00.252748
DHT11DATA,cc27446e-51d1-42a8-8a5e-85a76335600c,2019-10-25 09:36:15.680,2019-10-25 09:36:15.933673,0:00:00.253673
DHT11DATA,cbc1ccf6-9bf6-4822-a23b-820ce0d4d15a,2019-10-25 09:36:20.774,2019-10-25 09:36:21.108095,0:00:00.334095
DHT11DATA,cbc1ccf6-9bf6-4822-a23b-820ce0d4d15a,2019-10-25 09:36:20.774,2019-10-25 09:36:21.300394,0:00:00.526394
DHT11DATA,52da688b-d9b8-4d26-8023-ff05a1dc711c,2019-10-25 09:36:25.869,2019-10-25 09:36:26.333362,0:00:00.464362
DHT11DATA,52da688b-d9b8-4d26-8023-ff05a1dc711c,2019-10-25 09:36:25.869,2019-10-25 09:36:26.333532,0:00:00.464532
DHT11DATA,e67c89ab-36a2-45c0-bb00-bf66aef7e60a,2019-10-25 09:36:30.963,2019-10-25 09:36:31.196186,0:00:00.233186
DHT11DATA,e67c89ab-36a2-45c0-bb00-bf66aef7e60a,2019-10-25 09:36:30.963,2019-10-25 09:36:31.234797,0:00:00.271797
DHT11DATA,09c1e2c1-7ee4-4dbf-819a-ea9939d9629f,2019-10-25 09:36:36.059,2019-10-25 09:36:36.366104,0:00:00.307104
DHT11DATA,09c1e2c1-7ee4-4dbf-819a-ea9939d9629f,2019-10-25 09:36:36.059,2019-10-25 09:36:36.366175,0:00:00.307175
DHT11DATA,fe0439f1-7c2c-41e9-b892-2b06ffc848d2,2019-10-25 09:36:41.158,2019-10-25 09:36:41.394829,0:00:00.236829
DHT11DATA,fe0439f1-7c2c-41e9-b892-2b06ffc848d2,2019-10-25 09:36:41.158,2019-10-25 09:36:41.397471,0:00:00.239471
DHT11DATA,a812f503-cd20-4457-a209-cddd5ff082d5,2019-10-25 09:36:46.252,2019-10-25 09:36:46.519417,0:00:00.267417
DHT11DATA,a812f503-cd20-4457-a209-cddd5ff082d5,2019-10-25 09:36:46.252,2019-10-25 09:36:46.527728,0:00:00.275728
DHT11DATA,89ccd27c-b6a2-4728-a74d-1702df273425,2019-10-25 09:36:51.349,2019-10-25 09:36:51.590937,0:00:00.241937
DHT11DATA,89ccd27c-b6a2-4728-a74d-1702df273425,2019-10-25 09:36:51.349,2019-10-25 09:36:51.601145,0:00:00.252145
DHT11DATA,c5488aab-4070-4394-8adf-aeccc385b0f5,2019-10-25 09:36:56.445,2019-10-25 09:36:56.691792,0:00:00.246792
DHT11DATA,c5488aab-4070-4394-8adf-aeccc385b0f5,2019-10-25 09:36:56.445,2019-10-25 09:36:56.691793,0:00:00.246793
DHT11DATA,dfcb393e-f1a5-41ff-b8a1-2beac5ce1da0,2019-10-25 09:37:01.541,2019-10-25 09:37:01.866117,0:00:00.325117
DHT11DATA,dfcb393e-f1a5-41ff-b8a1-2beac5ce1da0,2019-10-25 09:37:01.541,2019-10-25 09:37:01.870397,0:00:00.329397
DHT11DATA,9d758428-bef9-4086-a173-7714468f2039,2019-10-25 09:37:06.635,2019-10-25 09:37:06.869396,0:00:00.234396
DHT11DATA,9d758428-bef9-4086-a173-7714468f2039,2019-10-25 09:37:06.635,2019-10-25 09:37:06.869396,0:00:00.234396
DHT11DATA,89de1c99-f16b-41e8-ac78-0f174c4c952e,2019-10-25 09:37:11.731,2019-10-25 09:37:11.992348,0:00:00.261348
DHT11DATA,89de1c99-f16b-41e8-ac78-0f174c4c952e,2019-10-25 09:37:11.731,2019-10-25 09:37:11.992348,0:00:00.261348
DHT11DATA,1e2028ef-f720-4370-ac23-ca5d4ea8eaae,2019-10-25 09:37:16.828,2019-10-25 09:37:17.059668,0:00:00.231668
DHT11DATA,1e2028ef-f720-4370-ac23-ca5d4ea8eaae,2019-10-25 09:37:16.828,2019-10-25 09:37:17.063350,0:00:00.235350
DHT11DATA,553f8989-6205-4060-a0a9-2775206c5ee2,2019-10-25 09:37:21.923,2019-10-25 09:37:22.315407,0:00:00.392407
DHT11DATA,553f8989-6205-4060-a0a9-2775206c5ee2,2019-10-25 09:37:21.923,2019-10-25 09:37:22.318672,0:00:00.395672
DHT11DATA,7086d536-4e46-4f5b-8ae8-a41a0ee4d519,2019-10-25 09:37:27.016,2019-10-25 09:37:27.261917,0:00:00.245917
DHT11DATA,7086d536-4e46-4f5b-8ae8-a41a0ee4d519,2019-10-25 09:37:27.016,2019-10-25 09:37:27.266490,0:00:00.250490
DHT11DATA,56ea2255-e470-43b1-ba98-071ae1a2770e,2019-10-25 09:37:32.109,2019-10-25 09:37:32.359492,0:00:00.250492
DHT11DATA,56ea2255-e470-43b1-ba98-071ae1a2770e,2019-10-25 09:37:32.109,2019-10-25 09:37:32.374091,0:00:00.265091
DHT11DATA,88b43e40-8189-4282-8265-4893b3f6f30d,2019-10-25 09:37:37.203,2019-10-25 09:37:37.472648,0:00:00.269648
DHT11DATA,88b43e40-8189-4282-8265-4893b3f6f30d,2019-10-25 09:37:37.203,2019-10-25 09:37:37.487031,0:00:00.284031
DHT11DATA,1900f109-f29e-4d0b-b617-b8b1ddff2fd9,2019-10-25 09:37:42.295,2019-10-25 09:37:42.526760,0:00:00.231760
DHT11DATA,1900f109-f29e-4d0b-b617-b8b1ddff2fd9,2019-10-25 09:37:42.295,2019-10-25 09:37:42.529070,0:00:00.234070
DHT11DATA,8d8cfe38-883d-4d68-8d0b-2d702062c20f,2019-10-25 09:37:47.386,2019-10-25 09:37:47.822005,0:00:00.436005
DHT11DATA,8d8cfe38-883d-4d68-8d0b-2d702062c20f,2019-10-25 09:37:47.386,2019-10-25 09:37:47.822052,0:00:00.436052
DHT11DATA,0fd717ab-09a1-4f70-ac9f-91f6fa3821f8,2019-10-25 09:37:52.481,2019-10-25 09:37:52.722707,0:00:00.241707
DHT11DATA,0fd717ab-09a1-4f70-ac9f-91f6fa3821f8,2019-10-25 09:37:52.481,2019-10-25 09:37:52.722706,0:00:00.241706
DHT11DATA,993b21f2-61c0-4943-b111-e5cd48ccf162,2019-10-25 09:37:57.577,2019-10-25 09:37:57.852227,0:00:00.275227
DHT11DATA,993b21f2-61c0-4943-b111-e5cd48ccf162,2019-10-25 09:37:57.577,2019-10-25 09:37:57.852999,0:00:00.275999
DHT11DATA,586aff50-0c58-4060-ac05-61da42cc8473,2019-10-25 09:38:02.686,2019-10-25 09:38:02.939830,0:00:00.253830
DHT11DATA,586aff50-0c58-4060-ac05-61da42cc8473,2019-10-25 09:38:02.686,2019-10-25 09:38:02.939830,0:00:00.253830
DHT11DATA,3ca05441-bb91-470f-85f7-1106d3abca5f,2019-10-25 09:38:07.793,2019-10-25 09:38:08.037132,0:00:00.244132
DHT11DATA,3ca05441-bb91-470f-85f7-1106d3abca5f,2019-10-25 09:38:07.793,2019-10-25 09:38:08.037996,0:00:00.244996
DHT11DATA,713e49a5-7c91-4c70-8a03-1b4c4c2c5253,2019-10-25 09:38:12.884,2019-10-25 09:38:13.126278,0:00:00.242278
DHT11DATA,713e49a5-7c91-4c70-8a03-1b4c4c2c5253,2019-10-25 09:38:12.884,2019-10-25 09:38:13.126295,0:00:00.242295
DHT11DATA,6d959432-43db-4427-b3da-ef0aaafc65ea,2019-10-25 09:38:17.979,2019-10-25 09:38:18.209992,0:00:00.230992
DHT11DATA,6d959432-43db-4427-b3da-ef0aaafc65ea,2019-10-25 09:38:17.979,2019-10-25 09:38:18.215387,0:00:00.236387
DHT11DATA,d48ae9ae-89cf-4a13-a5f1-cf32195fb888,2019-10-25 09:38:23.071,2019-10-25 09:38:23.362125,0:00:00.291125
DHT11DATA,d48ae9ae-89cf-4a13-a5f1-cf32195fb888,2019-10-25 09:38:23.071,2019-10-25 09:38:23.362112,0:00:00.291112
DHT11DATA,6f4f3bda-75b3-4d38-99aa-e6738cb66e7d,2019-10-25 09:38:28.164,2019-10-25 09:38:28.422501,0:00:00.258501
DHT11DATA,6f4f3bda-75b3-4d38-99aa-e6738cb66e7d,2019-10-25 09:38:28.164,2019-10-25 09:38:28.424698,0:00:00.260698
DHT11DATA,846d1ff3-5464-43c7-a13c-bef73fd6d7d9,2019-10-25 09:38:33.257,2019-10-25 09:38:33.513820,0:00:00.256820
DHT11DATA,846d1ff3-5464-43c7-a13c-bef73fd6d7d9,2019-10-25 09:38:33.257,2019-10-25 09:38:33.513820,0:00:00.256820
DHT11DATA,9981b332-ac93-4177-b78d-1a36f63cc62a,2019-10-25 09:38:38.350,2019-10-25 09:38:39.270938,0:00:00.920938
DHT11DATA,9981b332-ac93-4177-b78d-1a36f63cc62a,2019-10-25 09:38:38.350,2019-10-25 09:38:39.273554,0:00:00.923554
DHT11DATA,c04da2b6-2624-4dff-af81-2b02febf20ce,2019-10-25 09:38:43.444,2019-10-25 09:38:43.979088,0:00:00.535088
DHT11DATA,c04da2b6-2624-4dff-af81-2b02febf20ce,2019-10-25 09:38:43.444,2019-10-25 09:38:43.981668,0:00:00.537668
DHT11DATA,d492d57d-dcba-4e97-909e-c3da45707612,2019-10-25 09:38:48.537,2019-10-25 09:38:48.916688,0:00:00.379688
DHT11DATA,d492d57d-dcba-4e97-909e-c3da45707612,2019-10-25 09:38:48.537,2019-10-25 09:38:48.918825,0:00:00.381825
DHT11DATA,4395b666-2997-4261-9832-a4ba3c8fea9c,2019-10-25 09:38:53.629,2019-10-25 09:38:53.871299,0:00:00.242299
DHT11DATA,4395b666-2997-4261-9832-a4ba3c8fea9c,2019-10-25 09:38:53.629,2019-10-25 09:38:53.872344,0:00:00.243344
DHT11DATA,a9be144c-9227-4a5a-829d-d13e060c9554,2019-10-25 09:38:58.724,2019-10-25 09:38:58.977532,0:00:00.253532
DHT11DATA,a9be144c-9227-4a5a-829d-d13e060c9554,2019-10-25 09:38:58.724,2019-10-25 09:38:58.977522,0:00:00.253522
DHT11DATA,c5df6210-4622-464f-8595-f32792bbec66,2019-10-25 09:39:03.818,2019-10-25 09:39:04.283364,0:00:00.465364
DHT11DATA,c5df6210-4622-464f-8595-f32792bbec66,2019-10-25 09:39:03.818,2019-10-25 09:39:04.284348,0:00:00.466348
DHT11DATA,cf3c5aec-4031-43de-ba5b-97e6f7ae067c,2019-10-25 09:39:08.919,2019-10-25 09:39:09.178961,0:00:00.259961
DHT11DATA,cf3c5aec-4031-43de-ba5b-97e6f7ae067c,2019-10-25 09:39:08.919,2019-10-25 09:39:09.180405,0:00:00.261405
DHT11DATA,75decff5-9fd6-42d8-aa2b-00c90dc188c6,2019-10-25 09:39:14.019,2019-10-25 09:39:14.350398,0:00:00.331398
DHT11DATA,75decff5-9fd6-42d8-aa2b-00c90dc188c6,2019-10-25 09:39:14.019,2019-10-25 09:39:14.350397,0:00:00.331397
DHT11DATA,728edd87-b8bf-4dde-ab28-ab3dd5f1257a,2019-10-25 09:39:19.119,2019-10-25 09:39:20.134652,0:00:01.015652
DHT11DATA,728edd87-b8bf-4dde-ab28-ab3dd5f1257a,2019-10-25 09:39:19.119,2019-10-25 09:39:20.138645,0:00:01.019645
DHT11DATA,8ecb364f-eb66-447c-bb94-2e54d21a857d,2019-10-25 09:39:24.233,2019-10-25 09:39:24.494738,0:00:00.261738
DHT11DATA,8ecb364f-eb66-447c-bb94-2e54d21a857d,2019-10-25 09:39:24.233,2019-10-25 09:39:24.494893,0:00:00.261893
DHT11DATA,9ccdf6bc-8314-4754-aed9-5fb36ad6e00f,2019-10-25 09:39:29.349,2019-10-25 09:39:29.610108,0:00:00.261108
DHT11DATA,9ccdf6bc-8314-4754-aed9-5fb36ad6e00f,2019-10-25 09:39:29.349,2019-10-25 09:39:29.610107,0:00:00.261107
DHT11DATA,26b664cd-4dba-40a8-9e70-3dbf1cd480b6,2019-10-25 09:39:34.452,2019-10-25 09:39:34.759176,0:00:00.307176
DHT11DATA,26b664cd-4dba-40a8-9e70-3dbf1cd480b6,2019-10-25 09:39:34.452,2019-10-25 09:39:34.760080,0:00:00.308080
DHT11DATA,7a5b9872-dad8-4033-8fe5-b426a0d4a78b,2019-10-25 09:39:39.554,2019-10-25 09:39:40.104374,0:00:00.550374
DHT11DATA,7a5b9872-dad8-4033-8fe5-b426a0d4a78b,2019-10-25 09:39:39.554,2019-10-25 09:39:41.242743,0:00:01.688743
DHT11DATA,4c584e70-eb4d-4e0c-a0d9-5edfe8c226b5,2019-10-25 09:39:44.652,2019-10-25 09:39:44.896942,0:00:00.244942
DHT11DATA,4c584e70-eb4d-4e0c-a0d9-5edfe8c226b5,2019-10-25 09:39:44.652,2019-10-25 09:39:44.897149,0:00:00.245149
DHT11DATA,ac355c71-434e-4651-a84a-7382adec6039,2019-10-25 09:39:49.754,2019-10-25 09:39:50.248303,0:00:00.494303
DHT11DATA,ac355c71-434e-4651-a84a-7382adec6039,2019-10-25 09:39:49.754,2019-10-25 09:39:50.250932,0:00:00.496932
DHT11DATA,e0714fec-b4f7-4aa0-ada6-0f34a4f7f41a,2019-10-25 09:39:54.863,2019-10-25 09:39:55.102090,0:00:00.239090
DHT11DATA,e0714fec-b4f7-4aa0-ada6-0f34a4f7f41a,2019-10-25 09:39:54.863,2019-10-25 09:39:55.103039,0:00:00.240039
DHT11DATA,f263ca2c-f20f-4b94-a54b-6fb2bf66857b,2019-10-25 09:39:59.959,2019-10-25 09:40:00.232561,0:00:00.273561
DHT11DATA,f263ca2c-f20f-4b94-a54b-6fb2bf66857b,2019-10-25 09:39:59.959,2019-10-25 09:40:00.237932,0:00:00.278932
DHT11DATA,498c8d48-1927-488e-87e1-12018954c97c,2019-10-25 09:40:05.054,2019-10-25 09:40:05.380854,0:00:00.326854
DHT11DATA,4f5452e9-6ef1-4b0b-9590-adbafffaa366,2019-10-25 09:40:10.149,2019-10-25 09:40:10.403163,0:00:00.254163
DHT11DATA,4f5452e9-6ef1-4b0b-9590-adbafffaa366,2019-10-25 09:40:10.149,2019-10-25 09:40:10.400800,0:00:00.251800
DHT11DATA,fff1504d-e8bd-40e6-8d67-777e96bbf995,2019-10-25 09:40:15.243,2019-10-25 09:40:15.495419,0:00:00.252419
DHT11DATA,fff1504d-e8bd-40e6-8d67-777e96bbf995,2019-10-25 09:40:15.243,2019-10-25 09:40:15.500403,0:00:00.257403
DHT11DATA,67b3b6a1-8d7e-4907-b494-27f346b6e48b,2019-10-25 09:40:20.338,2019-10-25 09:40:20.585891,0:00:00.247891
DHT11DATA,67b3b6a1-8d7e-4907-b494-27f346b6e48b,2019-10-25 09:40:20.338,2019-10-25 09:40:20.585948,0:00:00.247948
DHT11DATA,18fb217e-f92a-4912-ab95-115ef1a278a3,2019-10-25 09:40:25.432,2019-10-25 09:40:26.488367,0:00:01.056367
DHT11DATA,18fb217e-f92a-4912-ab95-115ef1a278a3,2019-10-25 09:40:25.432,2019-10-25 09:40:26.715842,0:00:01.283842
DHT11DATA,fb12203a-8d4c-4998-854e-955ec000565d,2019-10-25 09:40:30.527,2019-10-25 09:40:30.907358,0:00:00.380358
DHT11DATA,fb12203a-8d4c-4998-854e-955ec000565d,2019-10-25 09:40:30.527,2019-10-25 09:40:30.908499,0:00:00.381499
DHT11DATA,6bf572d3-bdb6-43a4-a1e6-4d2c1c45ec01,2019-10-25 09:40:35.621,2019-10-25 09:40:35.850716,0:00:00.229716
DHT11DATA,6bf572d3-bdb6-43a4-a1e6-4d2c1c45ec01,2019-10-25 09:40:35.621,2019-10-25 09:40:35.851494,0:00:00.230494
DHT11DATA,02e258fc-2f78-4036-888b-b2cfdafe9ba3,2019-10-25 09:40:40.717,2019-10-25 09:40:40.986211,0:00:00.269211
DHT11DATA,02e258fc-2f78-4036-888b-b2cfdafe9ba3,2019-10-25 09:40:40.717,2019-10-25 09:40:40.986261,0:00:00.269261
DHT11DATA,18d27fc5-4cb7-47ef-985a-6325d32f1a20,2019-10-25 09:40:45.810,2019-10-25 09:40:46.058966,0:00:00.248966
DHT11DATA,18d27fc5-4cb7-47ef-985a-6325d32f1a20,2019-10-25 09:40:45.810,2019-10-25 09:40:46.061650,0:00:00.251650
DHT11DATA,5e59cd56-2173-4419-aba0-89cd218e61d0,2019-10-25 09:40:50.911,2019-10-25 09:40:51.374347,0:00:00.463347
DHT11DATA,5e59cd56-2173-4419-aba0-89cd218e61d0,2019-10-25 09:40:50.911,2019-10-25 09:40:51.374767,0:00:00.463767
DHT11DATA,b163327a-6de2-4e1e-894b-73baea0dd485,2019-10-25 09:40:56.007,2019-10-25 09:40:56.277912,0:00:00.270912
DHT11DATA,b163327a-6de2-4e1e-894b-73baea0dd485,2019-10-25 09:40:56.007,2019-10-25 09:40:56.278031,0:00:00.271031
DHT11DATA,7af59c90-f135-47c3-a60c-42179f0d0dcd,2019-10-25 09:41:01.107,2019-10-25 09:41:01.369120,0:00:00.262120
DHT11DATA,7af59c90-f135-47c3-a60c-42179f0d0dcd,2019-10-25 09:41:01.107,2019-10-25 09:41:01.369470,0:00:00.262470
DHT11DATA,60928fed-1b28-42d3-8a7a-a52e713076ee,2019-10-25 09:41:06.212,2019-10-25 09:41:06.463394,0:00:00.251394
DHT11DATA,60928fed-1b28-42d3-8a7a-a52e713076ee,2019-10-25 09:41:06.212,2019-10-25 09:41:06.478306,0:00:00.266306
DHT11DATA,fcb7b129-23ed-4b0b-8891-f0ac44f60f0f,2019-10-25 09:41:11.315,2019-10-25 09:41:11.570603,0:00:00.255603
DHT11DATA,fcb7b129-23ed-4b0b-8891-f0ac44f60f0f,2019-10-25 09:41:11.315,2019-10-25 09:41:11.570601,0:00:00.255601
